accuracy,precision,recall,f1,tp,tn,fp,fn,fnr,fpr,roc_auc,pr_auc,model,seed,attack,poison_rate,time,split_type,effective_contamination,n_injected,threshold,n_features,noise_sigma
0.9271253190432744,0.9956573046967194,0.7723261689429167,0.8698861761794787,21093,59184,92,6218,0.22767383105708322,0.0015520615426142116,0.9589065495372278,0.9404018423070402,lstm_ae,42,feature_noise,0.1,68.32600259780884,contiguous_normal,,27670,0.012598171830177307,44,1.0
0.9682462067330488,0.9518972213922916,0.7777370926400586,0.8560489017263384,6372,58973,322,1821,0.22226290735994142,0.00543047474491947,0.9554616534754913,0.8937598180917238,autoencoder,42,feature_noise,0.1,128.49718356132507,random,,27670,0.001481695449911058,44,1.0
0.9271253190432744,0.9956573046967194,0.7723261689429167,0.8698861761794787,21093,59184,92,6218,0.22767383105708322,0.0015520615426142116,0.9589065495372278,0.9404018423070402,lstm_ae,42,feature_noise,0.1,74.44844245910645,contiguous_normal,,27670,0.012598171830177307,44,1.0
0.9306987908961594,0.6990038487661309,0.7536921762480167,0.7253186116168439,6175,56636,2659,2018,0.2463078237519834,0.044843578716586556,0.917013288498785,0.6437507345881187,mcd,456,feature_noise,0.1,5.90231466293335,random,,27670,1044161.7927829504,44,1.0
0.9628674727358938,0.9032761310452418,0.7773709264005859,0.8356074521123065,6369,58613,682,1824,0.22262907359941414,0.01150181296905304,0.9705197818128005,0.905437308351768,knn,42,feature_noise,0.1,250.48753833770752,random,,27670,0.5122420699878212,44,1.0
0.9542140825035562,0.9641622703292705,0.6468936897351397,0.7742878013148283,5300,59098,197,2893,0.3531063102648602,0.0033223711948730922,0.871521798192104,0.7686159905647095,histogram,123,feature_noise,0.1,3.4709949493408203,random,,27670,-56.67612505976024,44,1.0
0.9686907302038881,0.9190791287565481,0.8137434395215428,0.8632096847284262,6667,58708,587,1526,0.1862565604784572,0.009899654271017792,0.969109087187612,0.8683628459903551,lof,123,feature_noise,0.1,11.238624334335327,random,,27670,2.740691397571888,44,1.0
0.963963963963964,0.9004587793688308,0.7905529110216039,0.8419342259196673,6477,58579,716,1716,0.2094470889783962,0.012075217134665655,0.9694276580942063,0.9049999447937774,knn,123,feature_noise,0.1,253.8786609172821,random,,27670,0.5036684715746312,44,1.0
0.9606300379326695,0.9795564795564795,0.6901013059929207,0.8097386322950233,5654,59177,118,2539,0.3098986940070792,0.001990049751243781,0.904941583068898,0.8356537548848455,svm,123,feature_noise,0.1,14.702067136764526,random,,27670,6.939395562712605,44,1.0
0.9612523707918444,0.878528773072747,0.7900646893689736,0.8319516740569373,6473,58400,895,1720,0.2099353106310265,0.015094021418332068,0.970844884160932,0.9072390952430839,knn,456,feature_noise,0.1,212.0746681690216,random,,27670,0.4695352069947401,44,1.0
0.9511024182076814,0.9587474217138571,0.6240693274746735,0.7560254325003697,5113,59075,220,3080,0.3759306725253265,0.0037102622480816258,0.8625112371722554,0.7561289933011173,iforest,123,feature_noise,0.1,3.631408929824829,random,,27670,0.0011395817525622354,44,1.0
0.9686907302038881,0.9190791287565481,0.8137434395215428,0.8632096847284262,6667,58708,587,1526,0.1862565604784572,0.009899654271017792,0.969109087187612,0.8683628459903551,lof,123,feature_noise,0.1,12.555455207824707,random,,27670,2.740691397571888,44,1.0
0.9521248221906117,0.7628734901462174,0.8787989747345295,0.8167432363450741,7200,57057,2238,993,0.12120102526547052,0.037743485960030354,0.9470939752680266,0.7103276022608649,lof,456,feature_noise,0.1,12.182717323303223,random,,27670,1.5879559026443797,44,1.0
0.9612523707918444,0.878528773072747,0.7900646893689736,0.8319516740569373,6473,58400,895,1720,0.2099353106310265,0.015094021418332068,0.970844884160932,0.9072390952430839,knn,456,feature_noise,0.1,259.09490036964417,random,,27670,0.4695352069947401,44,1.0
0.9606744902797535,0.9784073242356193,0.6913218601244965,0.810184522958089,5664,59170,125,2529,0.30867813987550347,0.0021081035500463783,0.9063104604123884,0.8366824412494758,svm,42,feature_noise,0.1,12.28408670425415,random,,27670,7.072385004043127,44,1.0
0.9523767188240873,0.9413224605566389,0.6481142438667155,0.7676738470435159,5310,58964,331,2883,0.3518857561332845,0.00558225820052281,0.8705379856587618,0.7629986116504065,histogram,456,feature_noise,0.1,3.532503366470337,random,,27670,-58.56639453615095,44,1.0
0.962171052631579,0.988734835355286,0.696326132063957,0.8171596361813364,5705,59230,65,2488,0.30367386793604295,0.0010962138460241166,0.9005067610248979,0.8261980490695859,pca,123,feature_noise,0.1,1.4216108322143555,random,,27670,1592.6594452967975,44,1.0
0.9512061403508771,0.957089552238806,0.6261442694983522,0.7570279642883494,5130,59065,230,3063,0.3738557305016477,0.003878910532085336,0.8616454125675208,0.7588236669876274,iforest,42,feature_noise,0.1,3.836095094680786,random,,27670,-0.0002509510331638246,44,1.0
0.9542140825035562,0.9641622703292705,0.6468936897351397,0.7742878013148283,5300,59098,197,2893,0.3531063102648602,0.0033223711948730922,0.871521798192104,0.7686159905647095,histogram,123,feature_noise,0.1,3.4804890155792236,random,,27670,-56.67612505976024,44,1.0
0.9713134186818397,0.9231705667523333,0.8330281948004394,0.8757859617605543,6825,58727,568,1368,0.1669718051995606,0.009579222531410744,0.9802701330527511,0.9291781832261606,abod,42,feature_noise,0.1,195.84160232543945,random,,27670,-3.12726318877603,44,1.0
0.950717164532954,0.9720659553831231,0.611619675332601,0.7508240934971532,5011,59151,144,3182,0.388380324667399,0.002428535289653428,0.888745695318421,0.7739586023364364,cluster,123,feature_noise,0.1,2.7542972564697266,random,,27670,2.1696166773329484,44,1.0
0.950717164532954,0.9720659553831231,0.611619675332601,0.7508240934971532,5011,59151,144,3182,0.388380324667399,0.002428535289653428,0.888745695318421,0.7739586023364364,cluster,123,feature_noise,0.1,3.0813820362091064,random,,27670,2.1696166773329484,44,1.0
0.9512061403508771,0.957089552238806,0.6261442694983522,0.7570279642883494,5130,59065,230,3063,0.3738557305016477,0.003878910532085336,0.8616454125675208,0.7588236669876274,iforest,42,feature_noise,0.1,3.5899953842163086,random,,27670,-0.0002509510331638246,44,1.0
0.9497836652441916,0.964963221060782,0.6084462345905041,0.7463133468073958,4985,59114,181,3208,0.39155376540949594,0.0030525339404671556,0.8785911974961669,0.7613815819529345,cluster,42,feature_noise,0.1,2.7567288875579834,random,,27670,2.173810359563587,44,1.0
0.9493095068752964,0.9717279557137208,0.5999023556694739,0.7418308052222474,4915,59152,143,3278,0.4000976443305261,0.002411670461253057,0.9062898821517368,0.7793379203751531,cluster,456,feature_noise,0.1,2.785861015319824,random,,27670,2.220783639954724,44,1.0
0.9608078473210052,0.9871794871794872,0.6860734773587208,0.8095340966371426,5621,59222,73,2572,0.3139265226412791,0.001231132473227085,0.8996428281298299,0.8206219268806482,pca,456,feature_noise,0.1,1.364257574081421,random,,27670,2283.154486509443,44,1.0
0.9598891654812708,0.9550431320504313,0.7026730135481508,0.8096477040995711,5757,59024,271,2436,0.29732698645184913,0.004570368496500548,0.9038743315243012,0.8312214835178727,svm,456,feature_noise,0.1,14.65053939819336,random,,27670,3.6231488232479023,44,1.0
0.9694464201043148,0.9604927144359321,0.7804223117295253,0.8611447811447811,6394,59032,263,1799,0.2195776882704748,0.00443544986929758,0.9466160777392633,0.8804909757625161,autoencoder,456,feature_noise,0.1,139.15927076339722,random,,27670,0.0015052068047225475,44,1.0
0.9685425557136084,0.933200114187839,0.7979982912242158,0.8603197578788078,6538,58827,468,1655,0.20200170877578422,0.00789273969137364,0.9665255150722482,0.8836047629619914,lof,42,feature_noise,0.1,11.013516902923584,random,,27670,2.9191548223379935,44,1.0
0.9606300379326695,0.9795564795564795,0.6901013059929207,0.8097386322950233,5654,59177,118,2539,0.3098986940070792,0.001990049751243781,0.904941583068898,0.8356537548848455,svm,123,feature_noise,0.1,14.883628129959106,random,,27670,6.939395562712605,44,1.0
0.9393521811284969,0.8019145802650958,0.6645917246429879,0.7268237335647066,5445,57950,1345,2748,0.33540827535701206,0.02268319419849903,0.9187516996954748,0.6357247555412617,mcd,42,feature_noise,0.1,5.7535388469696045,random,,27670,214600.32638208824,44,1.0
0.9703354670459934,0.955689680553511,0.7923837422189675,0.8664086480715334,6492,58994,301,1701,0.2076162577810326,0.0050763133485116785,0.9543685056812065,0.8978499540556946,autoencoder,123,feature_noise,0.1,137.82066583633423,random,,27670,0.0015609877882525325,44,1.0
0.962171052631579,0.988734835355286,0.696326132063957,0.8171596361813364,5705,59230,65,2488,0.30367386793604295,0.0010962138460241166,0.9005067610248979,0.8261980490695859,pca,123,feature_noise,0.1,1.404454231262207,random,,27670,1592.6594452967975,44,1.0
0.9682462067330488,0.9518972213922916,0.7777370926400586,0.8560489017263384,6372,58973,322,1821,0.22226290735994142,0.00543047474491947,0.9554616534754913,0.8937598180917238,autoencoder,42,feature_noise,0.1,136.50277972221375,random,,27670,0.001481695449911058,44,1.0
0.9703206495969654,0.9375176703420979,0.8094715000610277,0.868801991222899,6632,58853,442,1561,0.1905284999389723,0.0074542541529639935,0.9808392453634615,0.9308793400109157,abod,456,feature_noise,0.1,162.1520185470581,random,,27670,-2.2613234213345708,44,1.0
0.7761211267280308,0.98865598027127,0.2935813408516715,0.4527257841393524,8018,59184,92,19293,0.7064186591483285,0.0015520615426142116,0.9607865163343635,0.9426786230243807,lstm_ae,123,feature_noise,0.1,72.06574773788452,contiguous_normal,,27670,0.012080894783139229,44,1.0
0.9710615220483642,0.956140350877193,0.798242402050531,0.8700858112153262,6540,58995,300,1653,0.20175759794946907,0.0050594485201113076,0.9790894447983425,0.9250377435218506,abod,123,feature_noise,0.1,191.84862995147705,random,,27670,-1.2521216009380145,44,1.0
0.9402335223532401,0.9956560680698612,0.8140675918128226,0.8957514957394089,22233,59179,97,5078,0.18593240818717732,0.0016364127134084621,0.9668172877773651,0.9428970173543593,lstm_ae,456,feature_noise,0.1,81.38938546180725,contiguous_normal,,27670,0.01073366031050682,44,1.0
0.9713134186818397,0.9231705667523333,0.8330281948004394,0.8757859617605543,6825,58727,568,1368,0.1669718051995606,0.009579222531410744,0.9802701330527511,0.9291781832261606,abod,42,feature_noise,0.1,193.3087923526764,random,,27670,-3.12726318877603,44,1.0
0.944686462778568,0.8555484693877551,0.6549493470035396,0.7419287936398202,5366,58389,906,2827,0.34505065299646037,0.01527953453073615,0.8688099572515814,0.7683741328968251,iforest,456,feature_noise,0.1,3.5362703800201416,random,,27670,-0.05533074642113445,44,1.0
0.9265499051683262,0.670675105485232,0.7760283168558526,0.7195156453346914,6358,56173,3122,1835,0.22397168314414745,0.052651994265958346,0.9020988806935044,0.4959207565729099,mcd,123,feature_noise,0.1,6.00126051902771,random,,27670,99268.36907368728,44,1.0
0.9598891654812708,0.9550431320504313,0.7026730135481508,0.8096477040995711,5757,59024,271,2436,0.29732698645184913,0.004570368496500548,0.9038743315243012,0.8312214835178727,svm,456,feature_noise,0.1,14.62140440940857,random,,27670,3.6231488232479023,44,1.0
0.963963963963964,0.9004587793688308,0.7905529110216039,0.8419342259196673,6477,58579,716,1716,0.2094470889783962,0.012075217134665655,0.9694276580942063,0.9049999447937774,knn,123,feature_noise,0.1,292.1084439754486,random,,27670,0.5036684715746312,44,1.0
0.9613560929350403,0.9822137800034536,0.6942511900402782,0.8135011441647597,5688,59192,103,2505,0.3057488099597217,0.0017370773252382158,0.900443171585261,0.821667992269703,pca,42,feature_noise,0.1,1.3935575485229492,random,,27670,1138.1696414237008,44,1.0
0.9606744902797535,0.9784073242356193,0.6913218601244965,0.810184522958089,5664,59170,125,2529,0.30867813987550347,0.0021081035500463783,0.9063104604123884,0.8366824412494758,svm,42,feature_noise,0.1,14.7780020236969,random,,27670,7.072385004043127,44,1.0
0.9306987908961594,0.6990038487661309,0.7536921762480167,0.7253186116168439,6175,56636,2659,2018,0.2463078237519834,0.044843578716586556,0.917013288498785,0.6437507345881187,mcd,456,feature_noise,0.1,5.98177433013916,random,,27670,1044161.7927829504,44,1.0
0.9608078473210052,0.9871794871794872,0.6860734773587208,0.8095340966371426,5621,59222,73,2572,0.3139265226412791,0.001231132473227085,0.8996428281298299,0.8206219268806482,pca,456,feature_noise,0.1,1.393876314163208,random,,27670,2283.154486509443,44,1.0
0.9493095068752964,0.9717279557137208,0.5999023556694739,0.7418308052222474,4915,59152,143,3278,0.4000976443305261,0.002411670461253057,0.9062898821517368,0.7793379203751531,cluster,456,feature_noise,0.1,2.797590732574463,random,,27670,2.220783639954724,44,1.0
0.9497836652441916,0.964963221060782,0.6084462345905041,0.7463133468073958,4985,59114,181,3208,0.39155376540949594,0.0030525339404671556,0.8785911974961669,0.7613815819529345,cluster,42,feature_noise,0.1,2.653782844543457,random,,27670,2.173810359563587,44,1.0
0.9265499051683262,0.670675105485232,0.7760283168558526,0.7195156453346914,6358,56173,3122,1835,0.22397168314414745,0.052651994265958346,0.9020988806935044,0.4959207565729099,mcd,123,feature_noise,0.1,6.0016608238220215,random,,27670,99268.36907368728,44,1.0
0.9511024182076814,0.9587474217138571,0.6240693274746735,0.7560254325003697,5113,59075,220,3080,0.3759306725253265,0.0037102622480816258,0.8625112371722554,0.7561289933011173,iforest,123,feature_noise,0.1,3.703028917312622,random,,27670,0.0011395817525622354,44,1.0
0.9523767188240873,0.9413224605566389,0.6481142438667155,0.7676738470435159,5310,58964,331,2883,0.3518857561332845,0.00558225820052281,0.8705379856587618,0.7629986116504065,histogram,456,feature_noise,0.1,3.40290904045105,random,,27670,-58.56639453615095,44,1.0
0.944686462778568,0.8555484693877551,0.6549493470035396,0.7419287936398202,5366,58389,906,2827,0.34505065299646037,0.01527953453073615,0.8688099572515814,0.7683741328968251,iforest,456,feature_noise,0.1,3.6193344593048096,random,,27670,-0.05533074642113445,44,1.0
0.9538732811759127,0.9662261380323054,0.6424996948614671,0.7717909244190309,5264,59111,184,2929,0.35750030513853287,0.003103128425668269,0.8709256029389718,0.7660493639953384,histogram,42,feature_noise,0.1,3.5444467067718506,random,,27670,-56.82256463038801,44,1.0
0.9521248221906117,0.7628734901462174,0.8787989747345295,0.8167432363450741,7200,57057,2238,993,0.12120102526547052,0.037743485960030354,0.9470939752680266,0.7103276022608649,lof,456,feature_noise,0.1,12.932865619659424,random,,27670,1.5879559026443797,44,1.0
0.9703354670459934,0.955689680553511,0.7923837422189675,0.8664086480715334,6492,58994,301,1701,0.2076162577810326,0.0050763133485116785,0.9543685056812065,0.8978499540556946,autoencoder,123,feature_noise,0.1,130.99144506454468,random,,27670,0.0015609877882525325,44,1.0
0.7761211267280308,0.98865598027127,0.2935813408516715,0.4527257841393524,8018,59184,92,19293,0.7064186591483285,0.0015520615426142116,0.9607865163343635,0.9426786230243807,lstm_ae,123,feature_noise,0.1,71.95533227920532,contiguous_normal,,27670,0.012080894783139229,44,1.0
0.9628674727358938,0.9032761310452418,0.7773709264005859,0.8356074521123065,6369,58613,682,1824,0.22262907359941414,0.01150181296905304,0.9705197818128005,0.905437308351768,knn,42,feature_noise,0.1,253.0473186969757,random,,27670,0.5122420699878212,44,1.0
0.9538732811759127,0.9662261380323054,0.6424996948614671,0.7717909244190309,5264,59111,184,2929,0.35750030513853287,0.003103128425668269,0.8709256029389718,0.7660493639953384,histogram,42,feature_noise,0.1,3.514000415802002,random,,27670,-56.82256463038801,44,1.0
0.9703206495969654,0.9375176703420979,0.8094715000610277,0.868801991222899,6632,58853,442,1561,0.1905284999389723,0.0074542541529639935,0.9808392453634615,0.9308793400109157,abod,456,feature_noise,0.1,156.95611596107483,random,,27670,-2.2613234213345708,44,1.0
